Comunidades y Ciudades Autónomas;Tamaño de los municipios;Periodo;Total
01 Andalucía;De 50.001 a 100.000 ;2009;1.210.437
01 Andalucía;De 50.001 a 100.000 ;2008;1.178.561
01 Andalucía;De 50.001 a 100.000 ;2007;1.089.139
01 Andalucía;De 50.001 a 100.000 ;2006;1.067.917
01 Andalucía;De 50.001 a 100.000 ;2005;981.402
01 Andalucía;De 50.001 a 100.000 ;2004;937.368
01 Andalucía;De 50.001 a 100.000 ;2003;865.182
01 Andalucía;De 50.001 a 100.000 ;2002;739.481
01 Andalucía;De 50.001 a 100.000 ;2001;677.409
01 Andalucía;De 50.001 a 100.000 ;2000;716.373
01 Andalucía;De 50.001 a 100.000 ;1999;708.072
01 Andalucía;De 50.001 a 100.000 ;1998;793.795
01 Andalucía;De 50.001 a 100.000 ;1997;""
01 Andalucía;De 50.001 a 100.000 ;1996;741.607
01 Andalucía;De 100.001 a 500.000 ;2021;1.743.304
01 Andalucía;De 100.001 a 500.000 ;2020;1.751.908
01 Andalucía;De 100.001 a 500.000 ;2019;1.741.445
01 Andalucía;De 100.001 a 500.000 ;2018;1.738.385
01 Andalucía;De 100.001 a 500.000 ;2017;1.739.247
01 Andalucía;De 100.001 a 500.000 ;2016;1.740.957
01 Andalucía;De 100.001 a 500.000 ;2015;1.742.196
01 Andalucía;De 100.001 a 500.000 ;2014;1.742.968
01 Andalucía;De 100.001 a 500.000 ;2013;1.744.170
01 Andalucía;De 100.001 a 500.000 ;2012;1.746.632
01 Andalucía;De 100.001 a 500.000 ;2011;1.744.406
01 Andalucía;De 100.001 a 500.000 ;2010;1.736.361
01 Andalucía;De 100.001 a 500.000 ;2009;1.724.999
01 Andalucía;De 100.001 a 500.000 ;2008;1.713.175
01 Andalucía;De 100.001 a 500.000 ;2007;1.698.263
01 Andalucía;De 100.001 a 500.000 ;2006;1.691.870
01 Andalucía;De 100.001 a 500.000 ;2005;1.677.515
01 Andalucía;De 100.001 a 500.000 ;2004;1.658.454
01 Andalucía;De 100.001 a 500.000 ;2003;1.651.749
01 Andalucía;De 100.001 a 500.000 ;2002;1.631.634
01 Andalucía;De 100.001 a 500.000 ;2001;1.620.955
01 Andalucía;De 100.001 a 500.000 ;2000;1.512.395
01 Andalucía;De 100.001 a 500.000 ;1999;1.504.691
01 Andalucía;De 100.001 a 500.000 ;1998;1.393.335
01 Andalucía;De 100.001 a 500.000 ;1997;""
01 Andalucía;De 100.001 a 500.000 ;1996;1.397.613
01 Andalucía;Más de 500.000 ;2021;1.261.639
01 Andalucía;Más de 500.000 ;2020;1.269.855
01 Andalucía;Más de 500.000 ;2019;1.263.246
01 Andalucía;Más de 500.000 ;2018;1.259.737
01 Andalucía;Más de 500.000 ;2017;1.258.436
01 Andalucía;Más de 500.000 ;2016;1.259.575
01 Andalucía;Más de 500.000 ;2015;1.263.008
01 Andalucía;Más de 500.000 ;2014;1.263.589
01 Andalucía;Más de 500.000 ;2013;1.268.648
01 Andalucía;Más de 500.000 ;2012;1.269.788
01 Andalucía;Más de 500.000 ;2011;1.271.051
01 Andalucía;Más de 500.000 ;2010;1.272.705
01 Andalucía;Más de 500.000 ;2009;1.271.511
01 Andalucía;Más de 500.000 ;2008;1.266.206
01 Andalucía;Más de 500.000 ;2007;1.260.395
01 Andalucía;Más de 500.000 ;2006;1.265.045
01 Andalucía;Más de 500.000 ;2005;1.262.441
01 Andalucía;Más de 500.000 ;2004;1.251.934
01 Andalucía;Más de 500.000 ;2003;1.257.080
01 Andalucía;Más de 500.000 ;2002;1.239.800
01 Andalucía;Más de 500.000 ;2001;1.236.727
01 Andalucía;Más de 500.000 ;2000;1.232.281
01 Andalucía;Más de 500.000 ;1999;1.232.480
01 Andalucía;Más de 500.000 ;1998;1.230.006
01 Andalucía;Más de 500.000 ;1997;""
01 Andalucía;Más de 500.000 ;1996;1.246.622
02 Aragón;Total;2021;1.326.261
02 Aragón;Total;2020;1.329.391
02 Aragón;Total;2019;1.319.291
02 Aragón;Total;2018;1.308.728
02 Aragón;Total;2017;1.308.750
02 Aragón;Total;2016;1.308.563
02 Aragón;Total;2015;1.317.847
02 Aragón;Total;2014;1.325.385
02 Aragón;Total;2013;1.347.150
02 Aragón;Total;2012;1.349.467
02 Aragón;Total;2011;1.346.293
02 Aragón;Total;2010;1.347.095
02 Aragón;Total;2009;1.345.473
02 Aragón;Total;2008;1.326.918
02 Aragón;Total;2007;1.296.655
02 Aragón;Total;2006;1.277.471
02 Aragón;Total;2005;1.269.027
02 Aragón;Total;2004;1.249.584
02 Aragón;Total;2003;1.230.090
02 Aragón;Total;2002;1.217.514
02 Aragón;Total;2001;1.199.753
02 Aragón;Total;2000;1.189.909
02 Aragón;Total;1999;1.186.849
02 Aragón;Total;1998;1.183.234
02 Aragón;Total;1997;""
02 Aragón;Total;1996;1.187.546
02 Aragón;Menos de 101 ;2021;12.787
02 Aragón;Menos de 101 ;2020;13.388
02 Aragón;Menos de 101 ;2019;12.676
02 Aragón;Menos de 101 ;2018;13.022
02 Aragón;Menos de 101 ;2017;11.984
02 Aragón;Menos de 101 ;2016;11.129
02 Aragón;Menos de 101 ;2015;10.261
02 Aragón;Menos de 101 ;2014;10.126
02 Aragón;Menos de 101 ;2013;10.142
02 Aragón;Menos de 101 ;2012;10.093
02 Aragón;Menos de 101 ;2011;9.583
02 Aragón;Menos de 101 ;2010;9.363
02 Aragón;Menos de 101 ;2009;9.692
02 Aragón;Menos de 101 ;2008;8.946
02 Aragón;Menos de 101 ;2007;9.208
02 Aragón;Menos de 101 ;2006;8.753
02 Aragón;Menos de 101 ;2005;9.159
02 Aragón;Menos de 101 ;2004;9.036
02 Aragón;Menos de 101 ;2003;8.406
02 Aragón;Menos de 101 ;2002;8.656
02 Aragón;Menos de 101 ;2001;8.942
02 Aragón;Menos de 101 ;2000;8.804
02 Aragón;Menos de 101 ;1999;8.733
02 Aragón;Menos de 101 ;1998;8.512
02 Aragón;Menos de 101 ;1997;""
02 Aragón;Menos de 101 ;1996;7.740
02 Aragón;De 101 a 500 ;2021;77.438
02 Aragón;De 101 a 500 ;2020;75.782
02 Aragón;De 101 a 500 ;2019;75.946
02 Aragón;De 101 a 500 ;2018;77.220
02 Aragón;De 101 a 500 ;2017;79.212
02 Aragón;De 101 a 500 ;2016;80.940
02 Aragón;De 101 a 500 ;2015;82.464
02 Aragón;De 101 a 500 ;2014;81.056
02 Aragón;De 101 a 500 ;2013;83.688
02 Aragón;De 101 a 500 ;2012;85.070
02 Aragón;De 101 a 500 ;2011;85.570
02 Aragón;De 101 a 500 ;2010;84.651
02 Aragón;De 101 a 500 ;2009;83.692
02 Aragón;De 101 a 500 ;2008;84.821
02 Aragón;De 101 a 500 ;2007;86.461
02 Aragón;De 101 a 500 ;2006;89.092
02 Aragón;De 101 a 500 ;2005;87.469
02 Aragón;De 101 a 500 ;2004;87.383
02 Aragón;De 101 a 500 ;2003;89.275
02 Aragón;De 101 a 500 ;2002;88.935
02 Aragón;De 101 a 500 ;2001;90.084
02 Aragón;De 101 a 500 ;2000;90.966
02 Aragón;De 101 a 500 ;1999;91.386
02 Aragón;De 101 a 500 ;1998;92.328
02 Aragón;De 101 a 500 ;1997;""
02 Aragón;De 101 a 500 ;1996;93.204
02 Aragón;De 501 a 1.000;2021;59.458
02 Aragón;De 501 a 1.000;2020;57.277
02 Aragón;De 501 a 1.000;2019;57.968
02 Aragón;De 501 a 1.000;2018;57.263
02 Aragón;De 501 a 1.000;2017;57.628
02 Aragón;De 501 a 1.000;2016;60.455
02 Aragón;De 501 a 1.000;2015;58.238
02 Aragón;De 501 a 1.000;2014;58.174
02 Aragón;De 501 a 1.000;2013;59.104
02 Aragón;De 501 a 1.000;2012;62.178
02 Aragón;De 501 a 1.000;2011;62.945
02 Aragón;De 501 a 1.000;2010;63.686
02 Aragón;De 501 a 1.000;2009;63.695
02 Aragón;De 501 a 1.000;2008;63.379
02 Aragón;De 501 a 1.000;2007;62.667
02 Aragón;De 501 a 1.000;2006;60.127
02 Aragón;De 501 a 1.000;2005;60.635
02 Aragón;De 501 a 1.000;2004;60.664
02 Aragón;De 501 a 1.000;2003;61.929
02 Aragón;De 501 a 1.000;2002;62.500
02 Aragón;De 501 a 1.000;2001;61.441
02 Aragón;De 501 a 1.000;2000;63.662
02 Aragón;De 501 a 1.000;1999;64.707
02 Aragón;De 501 a 1.000;1998;62.394
02 Aragón;De 501 a 1.000;1997;""
02 Aragón;De 501 a 1.000;1996;65.020
02 Aragón;De 1.001 a 2.000 ;2021;60.600
02 Aragón;De 1.001 a 2.000 ;2020;61.260
02 Aragón;De 1.001 a 2.000 ;2019;63.998
02 Aragón;De 1.001 a 2.000 ;2018;60.177
02 Aragón;De 1.001 a 2.000 ;2017;61.456
02 Aragón;De 1.001 a 2.000 ;2016;61.213
02 Aragón;De 1.001 a 2.000 ;2015;65.142
02 Aragón;De 1.001 a 2.000 ;2014;68.149
02 Aragón;De 1.001 a 2.000 ;2013;68.059
02 Aragón;De 1.001 a 2.000 ;2012;67.999
02 Aragón;De 1.001 a 2.000 ;2011;68.601
02 Aragón;De 1.001 a 2.000 ;2010;69.816
02 Aragón;De 1.001 a 2.000 ;2009;70.518
02 Aragón;De 1.001 a 2.000 ;2008;70.925
02 Aragón;De 1.001 a 2.000 ;2007;73.878
02 Aragón;De 1.001 a 2.000 ;2006;72.765
02 Aragón;De 1.001 a 2.000 ;2005;75.836
02 Aragón;De 1.001 a 2.000 ;2004;72.862
02 Aragón;De 1.001 a 2.000 ;2003;76.035
02 Aragón;De 1.001 a 2.000 ;2002;80.674
02 Aragón;De 1.001 a 2.000 ;2001;85.350
02 Aragón;De 1.001 a 2.000 ;2000;86.408
02 Aragón;De 1.001 a 2.000 ;1999;81.757
02 Aragón;De 1.001 a 2.000 ;1998;83.320
02 Aragón;De 1.001 a 2.000 ;1997;""
02 Aragón;De 1.001 a 2.000 ;1996;83.207
02 Aragón;De 2.001 a 5.000 ;2021;101.243
02 Aragón;De 2.001 a 5.000 ;2020;105.386
02 Aragón;De 2.001 a 5.000 ;2019;102.658
02 Aragón;De 2.001 a 5.000 ;2018;106.125
02 Aragón;De 2.001 a 5.000 ;2017;106.409
02 Aragón;De 2.001 a 5.000 ;2016;106.813
02 Aragón;De 2.001 a 5.000 ;2015;114.836
02 Aragón;De 2.001 a 5.000 ;2014;118.218
02 Aragón;De 2.001 a 5.000 ;2013;114.733
02 Aragón;De 2.001 a 5.000 ;2012;110.479
02 Aragón;De 2.001 a 5.000 ;2011;112.874
02 Aragón;De 2.001 a 5.000 ;2010;117.961
02 Aragón;De 2.001 a 5.000 ;2009;123.950
02 Aragón;De 2.001 a 5.000 ;2008;130.278
02 Aragón;De 2.001 a 5.000 ;2007;123.601
02 Aragón;De 2.001 a 5.000 ;2006;116.342
02 Aragón;De 2.001 a 5.000 ;2005;111.418
02 Aragón;De 2.001 a 5.000 ;2004;109.834
02 Aragón;De 2.001 a 5.000 ;2003;101.219
02 Aragón;De 2.001 a 5.000 ;2002;95.479
02 Aragón;De 2.001 a 5.000 ;2001;87.998
02 Aragón;De 2.001 a 5.000 ;2000;82.844
02 Aragón;De 2.001 a 5.000 ;1999;86.773
02 Aragón;De 2.001 a 5.000 ;1998;86.592
02 Aragón;De 2.001 a 5.000 ;1997;""
02 Aragón;De 2.001 a 5.000 ;1996;89.187
02 Aragón;De 5.001 a 10.000 ;2021;80.668
02 Aragón;De 5.001 a 10.000 ;2020;75.162
02 Aragón;De 5.001 a 10.000 ;2019;84.509
02 Aragón;De 5.001 a 10.000 ;2018;83.345
02 Aragón;De 5.001 a 10.000 ;2017;82.731
02 Aragón;De 5.001 a 10.000 ;2016;82.472
02 Aragón;De 5.001 a 10.000 ;2015;77.797
02 Aragón;De 5.001 a 10.000 ;2014;78.299
02 Aragón;De 5.001 a 10.000 ;2013;73.666
02 Aragón;De 5.001 a 10.000 ;2012;78.673
02 Aragón;De 5.001 a 10.000 ;2011;88.006
02 Aragón;De 5.001 a 10.000 ;2010;81.936
02 Aragón;De 5.001 a 10.000 ;2009;75.568
02 Aragón;De 5.001 a 10.000 ;2008;62.335
02 Aragón;De 5.001 a 10.000 ;2007;63.337
02 Aragón;De 5.001 a 10.000 ;2006;62.039
02 Aragón;De 5.001 a 10.000 ;2005;60.702
02 Aragón;De 5.001 a 10.000 ;2004;59.160
02 Aragón;De 5.001 a 10.000 ;2003;58.234
02 Aragón;De 5.001 a 10.000 ;2002;57.172
02 Aragón;De 5.001 a 10.000 ;2001;56.158
02 Aragón;De 5.001 a 10.000 ;2000;56.030
02 Aragón;De 5.001 a 10.000 ;1999;65.889
02 Aragón;De 5.001 a 10.000 ;1998;65.501
02 Aragón;De 5.001 a 10.000 ;1997;""
02 Aragón;De 5.001 a 10.000 ;1996;65.375
02 Aragón;De 10.001 a 20.000 ;2021;169.343
02 Aragón;De 10.001 a 20.000 ;2020;148.971
02 Aragón;De 10.001 a 20.000 ;2019;137.493
02 Aragón;De 10.001 a 20.000 ;2018;136.507
02 Aragón;De 10.001 a 20.000 ;2017;136.512
02 Aragón;De 10.001 a 20.000 ;2016;136.396
02 Aragón;De 10.001 a 20.000 ;2015;156.327
02 Aragón;De 10.001 a 20.000 ;2014;136.417
02 Aragón;De 10.001 a 20.000 ;2013;146.449
02 Aragón;De 10.001 a 20.000 ;2012;146.040
02 Aragón;De 10.001 a 20.000 ;2011;135.421
02 Aragón;De 10.001 a 20.000 ;2010;135.256
02 Aragón;De 10.001 a 20.000 ;2009;134.653
02 Aragón;De 10.001 a 20.000 ;2008;132.046
02 Aragón;De 10.001 a 20.000 ;2007;118.018
02 Aragón;De 10.001 a 20.000 ;2006;116.186
02 Aragón;De 10.001 a 20.000 ;2005;114.404
02 Aragón;De 10.001 a 20.000 ;2004;131.343
02 Aragón;De 10.001 a 20.000 ;2003;128.998
02 Aragón;De 10.001 a 20.000 ;2002;125.711
02 Aragón;De 10.001 a 20.000 ;2001;122.141
02 Aragón;De 10.001 a 20.000 ;2000;120.420
02 Aragón;De 10.001 a 20.000 ;1999;108.563
02 Aragón;De 10.001 a 20.000 ;1998;106.415
02 Aragón;De 10.001 a 20.000 ;1997;""
02 Aragón;De 10.001 a 20.000 ;1996;107.538
02 Aragón;De 20.001 a 50.000 ;2021;35.994
02 Aragón;De 20.001 a 50.000 ;2020;56.332
02 Aragón;De 20.001 a 50.000 ;2019;55.914
02 Aragón;De 20.001 a 50.000 ;2018;55.726
02 Aragón;De 20.001 a 50.000 ;2017;55.657
02 Aragón;De 20.001 a 50.000 ;2016;55.755
02 Aragón;De 20.001 a 50.000 ;2015;35.590
02 Aragón;De 20.001 a 50.000 ;2014;56.333
02 Aragón;De 20.001 a 50.000 ;2013;56.887
02 Aragón;De 20.001 a 50.000 ;2012;57.015
02 Aragón;De 20.001 a 50.000 ;2011;56.125
02 Aragón;De 20.001 a 50.000 ;2010;56.958
02 Aragón;De 20.001 a 50.000 ;2009;57.329
02 Aragón;De 20.001 a 50.000 ;2008;56.942
02 Aragón;De 20.001 a 50.000 ;2007;105.095
02 Aragón;De 20.001 a 50.000 ;2006;102.986
02 Aragón;De 20.001 a 50.000 ;2005;102.031
02 Aragón;De 20.001 a 50.000 ;2004;80.503
02 Aragón;De 20.001 a 50.000 ;2003;79.913
02 Aragón;De 20.001 a 50.000 ;2002;77.968
02 Aragón;De 20.001 a 50.000 ;2001;76.663
02 Aragón;De 20.001 a 50.000 ;2000;76.144
02 Aragón;De 20.001 a 50.000 ;1999;75.674
02 Aragón;De 20.001 a 50.000 ;1998;74.805
02 Aragón;De 20.001 a 50.000 ;1997;""
02 Aragón;De 20.001 a 50.000 ;1996;74.601
02 Aragón;De 50.001 a 100.000 ;2021;53.429
02 Aragón;De 50.001 a 100.000 ;2020;53.956
02 Aragón;De 50.001 a 100.000 ;2019;53.132
02 Aragón;De 50.001 a 100.000 ;2018;52.463
02 Aragón;De 50.001 a 100.000 ;2017;52.223
02 Aragón;De 50.001 a 100.000 ;2016;52.282
02 Aragón;De 50.001 a 100.000 ;2015;52.239
02 Aragón;De 50.001 a 100.000 ;2014;52.555
02 Aragón;De 50.001 a 100.000 ;2013;52.418
02 Aragón;De 50.001 a 100.000 ;2012;52.296
02 Aragón;De 50.001 a 100.000 ;2011;52.443
02 Aragón;De 50.001 a 100.000 ;2010;52.347
02 Aragón;De 50.001 a 100.000 ;2009;52.059
02 Aragón;De 50.001 a 100.000 ;2008;51.117
02 Aragón;De 50.001 a 100.000 ;2007;0
02 Aragón;De 50.001 a 100.000 ;2006;0
02 Aragón;De 50.001 a 100.000 ;2005;0
02 Aragón;De 50.001 a 100.000 ;2004;0
02 Aragón;De 50.001 a 100.000 ;2003;0
02 Aragón;De 50.001 a 100.000 ;2002;0
02 Aragón;De 50.001 a 100.000 ;2001;0
02 Aragón;De 50.001 a 100.000 ;2000;0
02 Aragón;De 50.001 a 100.000 ;1999;0
02 Aragón;De 50.001 a 100.000 ;1998;0
02 Aragón;De 50.001 a 100.000 ;1997;""
02 Aragón;De 50.001 a 100.000 ;1996;0
02 Aragón;De 100.001 a 500.000 ;2021;0
02 Aragón;De 100.001 a 500.000 ;2020;0
02 Aragón;De 100.001 a 500.000 ;2019;0
02 Aragón;De 100.001 a 500.000 ;2018;0
02 Aragón;De 100.001 a 500.000 ;2017;0
02 Aragón;De 100.001 a 500.000 ;2016;0
02 Aragón;De 100.001 a 500.000 ;2015;0
02 Aragón;De 100.001 a 500.000 ;2014;0
02 Aragón;De 100.001 a 500.000 ;2013;0
02 Aragón;De 100.001 a 500.000 ;2012;0
02 Aragón;De 100.001 a 500.000 ;2011;0
02 Aragón;De 100.001 a 500.000 ;2010;0
02 Aragón;De 100.001 a 500.000 ;2009;0
02 Aragón;De 100.001 a 500.000 ;2008;0
02 Aragón;De 100.001 a 500.000 ;2007;0
02 Aragón;De 100.001 a 500.000 ;2006;0
02 Aragón;De 100.001 a 500.000 ;2005;0
02 Aragón;De 100.001 a 500.000 ;2004;0
02 Aragón;De 100.001 a 500.000 ;2003;0
02 Aragón;De 100.001 a 500.000 ;2002;0
02 Aragón;De 100.001 a 500.000 ;2001;0
02 Aragón;De 100.001 a 500.000 ;2000;0
02 Aragón;De 100.001 a 500.000 ;1999;0
02 Aragón;De 100.001 a 500.000 ;1998;0
02 Aragón;De 100.001 a 500.000 ;1997;""
02 Aragón;De 100.001 a 500.000 ;1996;0
02 Aragón;Más de 500.000 ;2021;675.301
02 Aragón;Más de 500.000 ;2020;681.877
02 Aragón;Más de 500.000 ;2019;674.997
02 Aragón;Más de 500.000 ;2018;666.880
02 Aragón;Más de 500.000 ;2017;664.938
02 Aragón;Más de 500.000 ;2016;661.108
02 Aragón;Más de 500.000 ;2015;664.953
02 Aragón;Más de 500.000 ;2014;666.058
02 Aragón;Más de 500.000 ;2013;682.004
02 Aragón;Más de 500.000 ;2012;679.624
02 Aragón;Más de 500.000 ;2011;674.725
02 Aragón;Más de 500.000 ;2010;675.121
02 Aragón;Más de 500.000 ;2009;674.317
02 Aragón;Más de 500.000 ;2008;666.129
02 Aragón;Más de 500.000 ;2007;654.390
02 Aragón;Más de 500.000 ;2006;649.181
02 Aragón;Más de 500.000 ;2005;647.373
02 Aragón;Más de 500.000 ;2004;638.799
02 Aragón;Más de 500.000 ;2003;626.081
02 Aragón;Más de 500.000 ;2002;620.419
02 Aragón;Más de 500.000 ;2001;610.976
02 Aragón;Más de 500.000 ;2000;604.631
02 Aragón;Más de 500.000 ;1999;603.367
02 Aragón;Más de 500.000 ;1998;603.367
02 Aragón;Más de 500.000 ;1997;""
02 Aragón;Más de 500.000 ;1996;601.674
03 Asturias, Principado de;Total;2021;1.011.792
03 Asturias, Principado de;Total;2020;1.018.784
03 Asturias, Principado de;Total;2019;1.022.800
03 Asturias, Principado de;Total;2018;1.028.244
03 Asturias, Principado de;Total;2017;1.034.960
03 Asturias, Principado de;Total;2016;1.042.608
03 Asturias, Principado de;Total;2015;1.051.229
03 Asturias, Principado de;Total;2014;1.061.756
03 Asturias, Principado de;Total;2013;1.068.165
03 Asturias, Principado de;Total;2012;1.077.360
03 Asturias, Principado de;Total;2011;1.081.487
03 Asturias, Principado de;Total;2010;1.084.341
03 Asturias, Principado de;Total;2009;1.085.289
03 Asturias, Principado de;Total;2008;1.080.138
03 Asturias, Principado de;Total;2007;1.074.862
03 Asturias, Principado de;Total;2006;1.076.896
03 Asturias, Principado de;Total;2005;1.076.635
03 Asturias, Principado de;Total;2004;1.073.761
03 Asturias, Principado de;Total;2003;1.075.381
03 Asturias, Principado de;Total;2002;1.073.971
03 Asturias, Principado de;Total;2001;1.075.329
03 Asturias, Principado de;Total;2000;1.076.567
03 Asturias, Principado de;Total;1999;1.084.314
03 Asturias, Principado de;Total;1998;1.081.834
03 Asturias, Principado de;Total;1997;""
03 Asturias, Principado de;Total;1996;1.087.885
03 Asturias, Principado de;Menos de 101 ;2021;0
03 Asturias, Principado de;Menos de 101 ;2020;0
03 Asturias, Principado de;Menos de 101 ;2019;0
03 Asturias, Principado de;Menos de 101 ;2018;0
03 Asturias, Principado de;Menos de 101 ;2017;0
03 Asturias, Principado de;Menos de 101 ;2016;0
03 Asturias, Principado de;Menos de 101 ;2015;0
03 Asturias, Principado de;Menos de 101 ;2014;0
03 Asturias, Principado de;Menos de 101 ;2013;0
03 Asturias, Principado de;Menos de 101 ;2012;0
03 Asturias, Principado de;Menos de 101 ;2011;0
03 Asturias, Principado de;Menos de 101 ;2010;0
03 Asturias, Principado de;Menos de 101 ;2009;0
03 Asturias, Principado de;Menos de 101 ;2008;0
03 Asturias, Principado de;Menos de 101 ;2007;0
03 Asturias, Principado de;Menos de 101 ;2006;0
03 Asturias, Principado de;Menos de 101 ;2005;0
03 Asturias, Principado de;Menos de 101 ;2004;0
03 Asturias, Principado de;Menos de 101 ;2003;0
03 Asturias, Principado de;Menos de 101 ;2002;0
03 Asturias, Principado de;Menos de 101 ;2001;0
03 Asturias, Principado de;Menos de 101 ;2000;0
03 Asturias, Principado de;Menos de 101 ;1999;0
03 Asturias, Principado de;Menos de 101 ;1998;0
03 Asturias, Principado de;Menos de 101 ;1997;""
03 Asturias, Principado de;Menos de 101 ;1996;0
03 Asturias, Principado de;De 101 a 500 ;2021;2.347
03 Asturias, Principado de;De 101 a 500 ;2020;3.372
03 Asturias, Principado de;De 101 a 500 ;2019;2.919
03 Asturias, Principado de;De 101 a 500 ;2018;2.980
03 Asturias, Principado de;De 101 a 500 ;2017;3.020
03 Asturias, Principado de;De 101 a 500 ;2016;3.115
03 Asturias, Principado de;De 101 a 500 ;2015;2.659
03 Asturias, Principado de;De 101 a 500 ;2014;2.752
03 Asturias, Principado de;De 101 a 500 ;2013;2.329
03 Asturias, Principado de;De 101 a 500 ;2012;1.888
03 Asturias, Principado de;De 101 a 500 ;2011;1.440
03 Asturias, Principado de;De 101 a 500 ;2010;1.888
03 Asturias, Principado de;De 101 a 500 ;2009;1.941
03 Asturias, Principado de;De 101 a 500 ;2008;2.025
03 Asturias, Principado de;De 101 a 500 ;2007;1.569
03 Asturias, Principado de;De 101 a 500 ;2006;1.546
03 Asturias, Principado de;De 101 a 500 ;2005;1.568
03 Asturias, Principado de;De 101 a 500 ;2004;1.604
03 Asturias, Principado de;De 101 a 500 ;2003;1.634
03 Asturias, Principado de;De 101 a 500 ;2002;1.203
03 Asturias, Principado de;De 101 a 500 ;2001;1.217
03 Asturias, Principado de;De 101 a 500 ;2000;1.233
03 Asturias, Principado de;De 101 a 500 ;1999;1.256
03 Asturias, Principado de;De 101 a 500 ;1998;1.260
03 Asturias, Principado de;De 101 a 500 ;1997;""
03 Asturias, Principado de;De 101 a 500 ;1996;1.262
03 Asturias, Principado de;De 501 a 1.000;2021;6.725
03 Asturias, Principado de;De 501 a 1.000;2020;5.753
03 Asturias, Principado de;De 501 a 1.000;2019;6.438
03 Asturias, Principado de;De 501 a 1.000;2018;6.547
03 Asturias, Principado de;De 501 a 1.000;2017;6.701
03 Asturias, Principado de;De 501 a 1.000;2016;5.842
03 Asturias, Principado de;De 501 a 1.000;2015;6.471
03 Asturias, Principado de;De 501 a 1.000;2014;6.567
03 Asturias, Principado de;De 501 a 1.000;2013;7.198
03 Asturias, Principado de;De 501 a 1.000;2012;6.838
03 Asturias, Principado de;De 501 a 1.000;2011;7.430
03 Asturias, Principado de;De 501 a 1.000;2010;6.908
03 Asturias, Principado de;De 501 a 1.000;2009;6.918
03 Asturias, Principado de;De 501 a 1.000;2008;7.067
03 Asturias, Principado de;De 501 a 1.000;2007;7.673
03 Asturias, Principado de;De 501 a 1.000;2006;7.712
03 Asturias, Principado de;De 501 a 1.000;2005;7.871
03 Asturias, Principado de;De 501 a 1.000;2004;7.936
03 Asturias, Principado de;De 501 a 1.000;2003;8.035
03 Asturias, Principado de;De 501 a 1.000;2002;8.652
03 Asturias, Principado de;De 501 a 1.000;2001;8.804
03 Asturias, Principado de;De 501 a 1.000;2000;8.929
03 Asturias, Principado de;De 501 a 1.000;1999;9.062
03 Asturias, Principado de;De 501 a 1.000;1998;9.100
03 Asturias, Principado de;De 501 a 1.000;1997;""
03 Asturias, Principado de;De 501 a 1.000;1996;9.256
03 Asturias, Principado de;De 1.001 a 2.000 ;2021;31.686
03 Asturias, Principado de;De 1.001 a 2.000 ;2020;31.514
03 Asturias, Principado de;De 1.001 a 2.000 ;2019;31.768
03 Asturias, Principado de;De 1.001 a 2.000 ;2018;30.340
03 Asturias, Principado de;De 1.001 a 2.000 ;2017;28.804
03 Asturias, Principado de;De 1.001 a 2.000 ;2016;28.341
03 Asturias, Principado de;De 1.001 a 2.000 ;2015;28.933
03 Asturias, Principado de;De 1.001 a 2.000 ;2014;29.356
03 Asturias, Principado de;De 1.001 a 2.000 ;2013;29.938
03 Asturias, Principado de;De 1.001 a 2.000 ;2012;31.476
03 Asturias, Principado de;De 1.001 a 2.000 ;2011;29.910
03 Asturias, Principado de;De 1.001 a 2.000 ;2010;28.149
03 Asturias, Principado de;De 1.001 a 2.000 ;2009;28.520
03 Asturias, Principado de;De 1.001 a 2.000 ;2008;26.951
03 Asturias, Principado de;De 1.001 a 2.000 ;2007;27.151
03 Asturias, Principado de;De 1.001 a 2.000 ;2006;25.595
03 Asturias, Principado de;De 1.001 a 2.000 ;2005;22.015
03 Asturias, Principado de;De 1.001 a 2.000 ;2004;18.323
03 Asturias, Principado de;De 1.001 a 2.000 ;2003;18.408
03 Asturias, Principado de;De 1.001 a 2.000 ;2002;18.891
03 Asturias, Principado de;De 1.001 a 2.000 ;2001;19.056
03 Asturias, Principado de;De 1.001 a 2.000 ;2000;19.410
03 Asturias, Principado de;De 1.001 a 2.000 ;1999;15.686
03 Asturias, Principado de;De 1.001 a 2.000 ;1998;13.678
03 Asturias, Principado de;De 1.001 a 2.000 ;1997;""
03 Asturias, Principado de;De 1.001 a 2.000 ;1996;14.014
03 Asturias, Principado de;De 2.001 a 5.000 ;2021;37.499
03 Asturias, Principado de;De 2.001 a 5.000 ;2020;37.432
03 Asturias, Principado de;De 2.001 a 5.000 ;2019;37.888
03 Asturias, Principado de;De 2.001 a 5.000 ;2018;30.149
03 Asturias, Principado de;De 2.001 a 5.000 ;2017;32.542
03 Asturias, Principado de;De 2.001 a 5.000 ;2016;34.855
03 Asturias, Principado de;De 2.001 a 5.000 ;2015;35.234
03 Asturias, Principado de;De 2.001 a 5.000 ;2014;35.653
